Inflect òbchòdzony | V;PPART;PASS;MPL	òbchòdzoné
Inflect wirusowi | ADJ;GEN(MASC,SG)	wirusowégò
Inflect gùrcëc | V;PRS;3;SG	gùrczi
Inflect pòsłóny | ADJ;NOM(MASC,PL)	pòsłóny
Inflect prôca | N;ACC(SG)	prôc
Inflect lëteùsczi | ADJ;GEN(MASC,PL)	lëtewsczich
Inflect króm | N;SG;FUT	kròm
Inflect spòdli | N;GEN(SG)	spòdlé
Inflect sadzy | V;SUB(3,SG)	sadzy
Inflect ilosc | N;LOC;PL	iloscach
Inflect Kąkol | N;NOM(MASC,SG)	Kąkel
Inflect Gardneńsczi | ADJ;INS(MASC,SG)	Gardneńsczim
Inflect gard | N;MASC;INST;SG	gardóm
Inflect gard | N;GEN(PL)	gardów
Inflect całô | ADJ;NOM(FEM,SG)	Całô
Inflect jagòda | N;ACC(SG,FEM)	jagòdã
Inflect jagòda | N;NOM(FEM,PL)	jagòdë
Inflect jagòda | N;F;NOM(SG)	jagòdô
Inflect jakbe | V;PST;3;SG	jakbe
Inflect inwesticëja | N;GEN(SG)	inwesticëji
Inflect lékarskô | ADJ;NOM(FEM,SG)	lékarsczé
Inflect rozestać | V;PST;MASC;SG	rozestôł
Inflect Miodnô | ADJ;NOM(FEM,SG)	Miodnô
Inflect kòntakt | N;GEN(PL)	kòntaktów
Inflect pòrtugalskô | ADJ;ACC(FEM,SG)	pòrtugalskù
Inflect rozwijac | V;IMP;SG;2	rozwij
Inflect jeséń | N;NOM(SG)	jeséń
Inflect szmùgiel | N;VOC(SG)	szmùglu
Inflect Herã | N;ACC(SG)	Herã
Inflect brunô | ADJ;NOM(FEM,SG)	brunô
Inflect brunô | ADJ;ACC(FEM,SG)	bruną
Inflect strona | N;ACC(SG)	stronã
Inflect òsël | N;NOM(MASC,SG)	òseł
Inflect Jirlandja | N;F;INS(SG)	Jirlandjiã
Inflect òdzwierciedlenim | N;INS(SG)	òdzwierciedlenim
Inflect Ontario | N;NOM(SG)	Ontario
Inflect widzënkòwi | ADJ;NOM(FEM,SG)	widzënkòwô
Inflect Pòbòżnosc | N;NOM(FEM,SG)	Pòbòżnosc
Inflect Kwasnica | N;NOM(SG)	Kwasnica
Inflect daleczi | ADJ;NOM(FEM,SG)	dalekô
Inflect wilk | N;ACC(SG)	wilka
Inflect wilk | N;GEN(PL,MASC)	wilków
Inflect Gutland | N;NOM(SG)	Gutland
Inflect Dólnégò | ADJ;ACC(MASC,SG)	dólnô
Inflect wëmòwa | N;F;ACC(SG)	wëmòwã
Inflect Bôłt | N;DAT(SG)	Bôłtowi
Inflect Bedeker | N;NOM(SG)	Bedeker
Inflect galaretowaty | ADJ;ACC(FEM,SG)	galaretowatą
Inflect teatr | N;DAT(SG)	teatru
Inflect ógón | N;GEN(SG)	ógóna
Inflect kréz | N;GEN(PL,MASC)	krézów
Inflect òliwny | ADJ;NOM(MASC,SG)	òliwny
Inflect szari | ADJ;GEN(MASC,SG)	szarégò
Inflect palëta | N;F;NOM(SG)	paleta
Inflect gòspòdënia | N;ACC(SG,FEM)	gòspòdënią
Inflect gryps | N;NOM(SG)	gryps
Inflect ritmika | N;FEM;LOC;SG	ritmice
Inflect palësznica | N;NOM(SG)	palësznica
Inflect zgnojenie | N;GEN(PL)	zgnojeniów
Inflect zetknięcie | N;NOM(SG)	zetnienié
Inflect Ùkłȏdȏ | N;NOM(FEM,SG)	Ùkłȏdȏ
Inflect pòtrzebny | ADJ;ACC(SG,FEM)	pòtrzébną
Inflect swiëtowi | ADJ;NOM(MASC,PL)	swiatowi
Inflect miesãcznikÙ | N;DAT(MASC,SG)	miesãcznikù
Inflect miedwiédz | N;NOM(SG)	miedwiédz
Inflect armija | N;ACC(SG)	armijã
Inflect kapùsta | N;NOM(FEM,SG)	kapùsta
Inflect kapùsta | N;GEN(SG)	kapùstë
Inflect grónkòwnô | N;NOM(FEM,SG)	grónkòwniô
Inflect stôrodony | ADJ;NOM(MASC,SG)	stôrodóny
Inflect żëwnota | N;ACC(SG)	żëwnotë
Inflect żëwnota | N;INST;SG	żëwnotą
Inflect spùstny | ADJ;NOM(MASC,SG)	spùstny
Inflect wiãkszosc | N;GEN(SG)	wiãkszoscë
Inflect miarzenié | N;GEN(SG)	mierzeniô
Inflect pòliticzny | ADJ;NOM(FEM,SG)	pòliticznô
Inflect Bògùsłôw | N;NOM(SG)	Bògùsłôw
Inflect Lasowô | ADJ;NOM(FEM,SG)	Lasowô
Inflect Linuk | N;GEN(FEM,SG)	Linuksa
Inflect publiczy | ADJ;NOM(MASC,SG)	Public
Inflect archeòlodzë | N;NOM(PL)	archeòlodzë
Inflect mùlk | N;ACC(SG)	mùlkã
Inflect seminja | N;ACC(SG)	seminny
Inflect test | N;GEN(PL)	testów
Inflect sztabilny | ADJ;GEN(MASC,SG)	sztabilnégò
Inflect sztabilny | ADJ;GEN(MASC,PL)	sztabilnëch
Inflect bezùgòdny | ADJ;NON;NOM(PL,MASC,HUM)	bezùgòdowé
Inflect dzélk | N;INST;PL;F	dzélkama
Inflect ùrzãdzëc | V;IMP;PL;SEC	ùrzãdë
Inflect kilométrë | N;NOM(PL)	kilométrë
Inflect gôdka | N;VOC(SG)	gôdce
Inflect biegac | V;INF	biegac
Inflect Szymborska | N;NOM(FEM,SG)	Szymborska
Inflect Kafarnaùm | N;LOC;SG	Kafarnaùmie
Inflect róża | N;NOM(FEM,SG)	róża
Inflect Etiopia | N;GEN(SG)	Etiopii
Inflect wëdónié | N;NOM(NEUT,SG)	wëdónié
Inflect barżi | ADV	barżi
Inflect stolaté | ADJ;MASC;INST;SG	stolatégò
Inflect sztôłc | N;DAT(SG,FEM)	sztôłce
Inflect wëbór | N;M3;NOM(SG)	wëbór
Inflect zôpadze | V;NFIN	zôpadze
Inflect kloczk | N;ABL(PL)	klocczi
Inflect Tybetansczëk | ADJ;NOM(FEM,SG)	Tybetańskô
Inflect kómps | N;ACC(SG)	Kumsu
Inflect Pùcczi | ADJ;NOM(MASC,PL)	Pùcczi
Inflect patronka | N;ACC(SG)	patronkã
Inflect okres | N;LOC;SG	okresie
Inflect pòlskòmiemieckô | ADJ;NOM(FEM,SG)	pòlskòmiemieckô
Inflect stalëtia | N;GEN(SG)	stalatégò
Inflect Saxonijo | N;VOC(SG)	Saxoniae
Inflect nórt | N;GEN(PL)	nórtów
Inflect perzinka | N;ACC(SG)	perzinkã
Inflect skòrznia | N;NOM(SG)	skòrznia
Inflect Strzédnowieczny | ADJ;NOM(FEM,SG)	Strzédnowiecznô
Inflect wizyta | N;GEN(SG)	wizytë
Inflect kréza | N;VOC(PL)	krézë
Inflect parliamentô | N;NOM(SG)	parliment
Inflect ùtwórca | N;NOM(SG)	ùtwórca
Inflect ùtwórca | N;INSTR;PL	ùtwórcama
Inflect nierównosc | N;ACC(PL)	nierównoscë
Inflect Wejherowo | N;NOM(SG)	Wejherowo
Inflect bioetika | N;ACC(FEM,SG)	bioetik
Inflect dłoniastë | ADJ;ACC(FEM,PL)	dłoniasté
Inflect filozofia | N;ACC(SG)	filozofiã
Inflect ùrzãdno | ADJ;NOM(FEM,SG)	ùrzãdno
Inflect ùrzãdno | ADJ;NOM(FEM,SG)	ùrzãdné
Inflect wòjewództwò | N;LOC;SG	wòjewództwie
Inflect wòjewództwò | N;NOM(SG,NEUT)	wòjewództwò
Inflect wòjewództwò | N;GEN(PL)	wòjewództwów
Inflect wòjewództwò | N;DAT(SG)	wòjewództwù
Inflect dzys | N;GEN(SG)	dzysu
Inflect wschòdny | ADJ;INS(MASC,SG)	wschòdnym
Inflect ZDROWY | ADJ;NOM(FEM,SG)	Zdrowé
Inflect wszelejaczi | ADJ;NOM(FEM,SG)	wszelejakô
Inflect przezdrzélnik | N;GEN(PL)	przezdrzélników
Inflect cwiczënk | N;GEN(PL)	cwiczënków
Inflect kòłôcz | N;INS(PL)	kòłôczama
Inflect kòłôcz | N;INS(PL)	kòłôczami
Inflect Nampho | N;F;NOM(SG)	Nampho
Inflect pòkrëk | N;NOM(SG)	pòkrok
Inflect rëna | N;DAT(SG)	rënë
Inflect Hawana | N;NOM(FEM,SG)	Hawana
Inflect malënowi | ADJ;NOM(MASC,SG)	malënowi
Inflect gatëncë | N;NOM(PL)	gatënczi
Inflect mitka | N;GEN(SG)	mitczi
Inflect mitka | N;GEN(FEM,SG)	mitkò
Inflect wòrkòwati | V;NFIN	wòrkòwati
Inflect plebiscyt | N;LOC;SG;MASC	plebiscyce
Inflect plebiscyt | N;LOC;SG	plebiscycie
Inflect Òrganowô | ADJ;NOM(FEM,SG)	Òrganowô
Inflect Minysterstwò | N;NOM(SG)	Minysterstwò
Inflect spiéw | V;SG;IMP	spiéw
Inflect charakter | N;NOM(SG)	charakter
Inflect Babilonjô | N;GEN(SG)	Babilonji
Inflect Wdzydze | N;LOC;PL	Wdzydzach
Inflect młodzy | ADJ;NOM(FEM,SG)	nômłodszô
Inflect strzodowiskò | N;LOC;SG	strzodowiskù
Inflect parcelacjô | N;GEN(SG)	parcelacji
Inflect Pòmòrza | N;NOM(SG)	Pòmòrzô
Inflect Cruce | N;ACC(SG)	Cruce
Inflect plugina | N;GEN(SG)	Pluginsama
Inflect wërzucëc | V;NFIN	wërzucô
Inflect spòłeczeństwò | N;NOM(SG)	spòłeczeństwò
Inflect wspòminka | N;LOC;PL	wspòminkach
Inflect Krzón | N;NOM(SG,MASC)	Krzón
Inflect pòlszczi | ADJ;VOC(MASC,SG)	pòlsczéhô
Inflect Seczkarz | N;NOM(FEM,SG)	Seczkarka
Inflect Wittelsbach | N;DAT(PL)	Wittelsbachama
Inflect Antón | N;GEN(MASC,SG)	Antóna
Inflect mączkòwnica | N;ACC(FEM,PL)	mączkòwnicë
Inflect zëgmùntowsczi | ADJ;ACC(PL,MASC)	zëgmùntowsczich
Inflect mòwa | N;NOM(SG)	Mòwa
Inflect warëc | V;NFIN	warëją
Inflect kło | N;GEN(PL)	kłów
Inflect zôchãcywac | V;INF	zôchãcywac
Inflect krukòvac | V;TR;IMPF;INF	krukòvati
Inflect głëpòta | N;GEN(SG)	głëpòtë
Inflect jednoroczny | ADJ;NOM(MASC,SG)	jednoroczny
Inflect jednoroczny | ADJ;NOM(FEM,SG)	jednorocznô
Inflect żółtobiôłi | ADJ;NOM(MASC,SG)	żółtobiôłi
Inflect kangùra | N;NOM(PL)	kangùrë
Inflect kôń | N;GEN(PL)	kònno
Inflect spanié | V;NFIN	spanié
Inflect dokładny | ADJ;NOM(MASC,SG)	dokładny
Inflect dokładny | ADJ;INS(MASC,SG)	dokładnym
Inflect dokładny | ADJ;GEN(MASC,SG)	dokładnégò
Inflect wstëdléwi | ADJ;NOM(FEM,SG)	wstëdléwa
Inflect zdënk | N;NOM(SG,MASC)	zdënk
Inflect chwôtac | V;3;PL;PRS	chwôtają
Inflect prowincyjô | N;GEN(SG)	prowincëji
Inflect egzamina | N;NOM(PL)	egzaminë
Inflect Kòminôrz | N;FK;NOM(SG)	Kòminôrz
Inflect erozja | N;GEN(SG)	erozji
Inflect pòchôdanié | N;GEN(SG)	pòchôdaniégò
Inflect bògaty | ADJ;INS(MASC,SG)	bògato
Inflect pùdło | N;NOM(SG)	Pùdło
Inflect prawòsłôwny | ADJ;NOM(MASC,SG)	prawòsłôwny
Inflect Szëflada | N;NOM(SG)	Szëflôda
Inflect swiat | N;NOM(MASC,SG)	swiat
Inflect kamizna | N;LOC;PL	kamiznach
Inflect kamizna | N;ACC(PL)	kamiznë
Inflect Misgurnus | N;NOM(SG)	Misgurnus
Inflect włożëc | V;INF	włożëc
Inflect zwikszanié | N;GEN(SG)	zwikszaniô
Inflect dopełnienié | N;NOM(SG)	dopełnienié
Inflect òlsza | N;NOM(FEM,SG)	ólszka
Inflect òstrzegawic | ADJ;VOC(MASC,SG)	òstrzegawczi
Inflect klaun | N;ACC(SG)	klauna
Inflect Szlapnik | N;NOM(SG,MASC)	Szlapnik
Inflect ùczeń | N;DAT(PL)	ùczebnym
Inflect proza | N;NOM(SG)	proza
Inflect rozpùszczëc | V;INF	rozpùszczëc
Inflect prësczi | ADJ;VOC(MASC,SG)	prësczé
Inflect substancja | N;INS(SG)	substancją
Inflect Pichlón | N;NOM(PL,MASC)	Pichlónë
Inflect Wëbrzeżé | N;GEN(SG)	Wëbrzeżégò
Inflect òbkrëwac | V;IMP;3;SG	òbkriwô
Inflect lágòwë | ADJ;VOC(MASC,SG)	lãgòwi
Inflect ùszónowac | V;INF	ùszónowac
Inflect Danuta | N;NOM(FEM,SG)	Danuta
Inflect przydroże | N;LOC;PL	przydrożach
Inflect kwiôt | N;M3;NOM(SG)	kwiôt
Inflect Parlament | N;GEN(SG)	Parlamentu
Inflect długi | ADJ;INS(FEM,SG)	dłdżima
Inflect kònfesjonalnô | ADJ;GEN(MASC,PL)	kònfesjonalnëch
Inflect dostôwać | V;NFIN	dostôwajã
Inflect kaszëbsczi | ADJ;NOM(FEM,SG)	kaszubska
Inflect kaszëbsczi | ADJ;ACC(MASC,PL)	kaszubskich
Inflect kaszëbsczi | ADJ;GEN(MASC,SG)	kaszubskiego
Inflect półkula | N;GEN(SG)	półkùgli
Inflect zboże | N;GEN(PL)	zbóż
Inflect pòdjimca | N;ACC(PL)	pòdjimcowie
Inflect jądrowi | ADJ;NOM(PL,MASC)	jądrowé
Inflect Državna | ADJ;F;NOM(SG)	Državna
Inflect Wëspa | N;GEN(SG)	Wëspë
Inflect Gazeta | N;NOM(FEM,SG)	Gazetë
Inflect Tropaeolum | N;NOM(SG)	Tropaeolum
Inflect Niemiec | N;GEN(PL)	Niemców
Inflect Prowincëjô | N;NOM(SG,FEM)	Prowincëjô
Inflect błona | N;ACC(SG)	błonã
Inflect dłëgô | ADJ;GEN(FEM,PL)	dłùżawë
Inflect môłdżawskô | ADJ;ACC(FEM,SG)	môłdawską
Inflect britijsczi | ADJ;NOM(MASC,PL)	britijsczi
Inflect ùznaczenié | N;INS(SG)	ùznaniém
Inflect òbszar | N;MASC;SG	òbszar
Inflect Jastarniô | N;NOM(SG,FEM)	Jastarné
Inflect wëwòłac | V;INF	wëwòłac
Inflect sparłączënia | N;NOM(PL)	sparłãczënia
Inflect wëkònôwôcz | N;VOC(PL)	wëkònôwôczë
Inflect repòrtaż | N;NOM(SG)	repòrtaż
Inflect bëtnictwò | N;NOM(NEUT,SG)	bëtnictwò
Inflect rozcëvac | V;PRS;3;PL	roscënama
Inflect Baech | N;DAT(SG)	Baechu
Inflect dżudo | N;NOM(SG)	judo
Inflect Jerozolëma | N;NOM(SG)	Jerozolëma
Inflect kòlónia | N;GEN(PL)	kòloniów
Inflect kandidat | N;ACC(SG)	kandidatã
Inflect kandidat | N;GEN(PL,MASC)	kandidatów
Inflect sëchta | N;NOM(PL)	Sëchtë
Inflect pòrënkòwi | ADJ;INS(MASC,SG)	pòrënkòwim
Inflect karn | N;NOM(SG)	Karno
Inflect struga | N;F;ACC(SG)	strużką
Inflect òsóbny | ADJ;NOM(MASC,SG)	òsóbny
Inflect òkrãtnica | N;NOM(FEM,PL)	òkrãtniczi
Inflect tajny | ADJ;NOM(MASC,SG)	tajny
Inflect bjedny | ADJ;GEN(MASC,SG)	biédnégó
Inflect Kadzmiérz | N;FEM;SG	Kadzmiérz
Inflect zapadłi | ADJ;GEN(MASC,SG)	zapadłégò
Inflect Nawetka | N;FEM;SG	Nawetka
Inflect jida | V;NFIN	jôda
Inflect sfòrmòwac | V;INF	sfòrmòwac
Inflect ekspònat | N;GEN(PL)	ekspònatów
Inflect Dãbògóra | N;ACC(SG)	Dãbògórã
Inflect wòda | N;LOC;PL	wòdach
Inflect trasa | N;LOC;SG	traëse
Inflect lipic | N;GEN(SG)	lipińca
Inflect hazardnica | N;F;NOM(PL)	hazardnicë
Inflect kòmandëch | N;GEN(PL)	kòmańdë
Inflect sostra | N;ACC(PL)	sostry
Inflect sostra | N;GEN(PL)	sostrów
Inflect agencja | N;GEN(SG)	agencjë
Inflect Magnolia | N;NOM(SG)	Magnolia
Inflect pòliticzny | ADJ;NOM(PL,MASC)	pòliticzne
Inflect pòliticzny | ADJ;F;ACC(SG)	pòliticzno
Inflect pòliticzny | ADJ;NOM(MASC,SG)	pòliticzny
Inflect pòliticzny | ADJ;INS(MASC,SG)	pòliticznym
Inflect pòliticzny | ADJ;INS(MASC,PL)	pòliticznyma
Inflect ùCZËC | V;INF	ùczëc
Inflect chtërny | ADJ;NOM(MASC,SG)	chtërny
Inflect chtërny | ADJ;NOM(PL,MASC)	chtërné
Inflect chtërny | ADJ;ACC(MASC,SG)	chtërnégò
Inflect parafijalnô | ADJ;NOM(FEM,SG)	parafijalnô
Inflect wielotómòwy | ADJ;NOM(FEM,SG)	wielotomòwô
Inflect chiża | N;ACC(PL)	chiże
Inflect pòstawic | V;INF	pòstawic
Inflect cwiardë | ADJ;INS(MASC,SG)	cwiardim
Inflect familiô | N;NOM(SG)	familië
Inflect liturgiô | N;DAT(SG)	liturgie
Inflect temperatura | N;LOC;SG	temperaraturze
Inflect temperatura | N;NOM(SG)	temperatura
Inflect temperatura | N;INSTR;PL	temperaturama
Inflect mały | ADJ;ACC(FEM,SG)	małą
Inflect badżeriąjba | V;IPFV;IND;NFIN	badérëje
Inflect lékarskji | ADJ;NOM(MASC,SG)	Lékarsczi
Inflect Pommerellen | N;ACC(SG)	Pommerellen
Inflect archikatedralny | ADJ;NOM(FEM,SG)	archikatedralna
Inflect parafialnô | ADJ;NOM(FEM,SG)	parafialnô
Inflect Grëpa | N;NOM(FEM,SG)	Grëpa
Inflect Grëpa | N;DAT(SG)	Grëpie
Inflect żôłtoczôrny | ADJ;GEN(MASC,PL)	żôłtoczôrnëch
Inflect mnich | N;NOM(SG)	mnich
Inflect roslënny | ADJ;INS(MASC,SG)	roslënny
Inflect sklav | N;NOM(MASC,SG)	sklavus
Inflect zmartwëchwstanié | N;LOC;SG	zmartwëchwstanim
Inflect jisz | ADV	jisz
Inflect browar | N;GEN(MASC,SG)	browaru
Inflect technik | N;F;INS(SG)	techniką
Inflect dorada | N;GEN(PL)	doradów
Inflect przerôbiac | V;NFIN;CONV	przerôbianié
Inflect wiôlgòmiastowi | ADJ;INS(MASC,PL)	wiôlgòmiastowima
Inflect grupã | N;ACC(FEM,SG)	grupã
Inflect Wierzgùlëca | N;NOM(FEM,SG)	Wierzgùlëca
Inflect wcale | ADV	wcale
Inflect Keyserlingk | N;GEN(PL)	Keyserlingków
Inflect pùkło | N;LOC;PL	pùklach
Inflect zwiedzać | V;INF	zwiedzac
Inflect Drezdëno | N;NOM(SG)	Drezdëne
Inflect pòżiteczny | ADJ;NOM(MASC,SG)	pòżiteczny
Inflect Póznié | V;IMP;PL	Póznié
Inflect wnosëc | V;NFIN	wnôsza
Inflect pszczélka | N;DAT(PL)	pszczélkòwie
Inflect załómany | N;LOC;PL	załómaniach
Inflect wierzt | N;NOM(PL)	Wiérztë
Inflect snieżësti | ADV;POS	snieżësto
Inflect krézowi | ADJ;GEN(MASC,SG)	krézowégò
Inflect król | N;NOM(PL)	królowie
Inflect król | N;ACC(SG)	królã
Inflect rezerwa | N;NOM(SG)	rezerwa
Inflect Zëc | V;IMP;2;SG	Zëje
Inflect swieca | N;ACC(PL)	swiece
Inflect sprzãt | N;GEN(PL)	sprzãtã
Inflect familëjô | N;ACC(SG,FEM)	familëje
Inflect Gdańsk | N;MASC;SG;LOC	Gdański
Inflect Gdańsk | N;LOC;SG	Gdańsku
Inflect zakrącëc | V;INF	zakrącëc
Inflect pensja | N;GEN(SG)	pensji
Inflect Dëlta | N;ACC(SG)	Deltë
Inflect partnerstwo | N;LOC;SG;NEUT	partnerstwie
Inflect ùsôdztwò | N;LOC;SG	ùsôdztwie
Inflect Wãgòrzëno | N;NOM(SG)	Wãgòrzëno
Inflect mrozno | ADV	mrozno
Inflect młodzëzna | N;F;ACC(SG)	młodzëznã
Inflect młodzëzna | N;GEN(SG)	młodzëznë
Inflect Jałówc | N;VOC(SG)	Jałówc
Inflect Tatczezna | N;GEN(SG)	Tatczëznë
Inflect Pòlitechnika | N;DAT(SG)	Pòlitechnice
Inflect mësz | N;NOM(SG)	Mësz
Inflect wejrowsczi | ADJ;MDR;INS(SG)	wejrowsczim
Inflect blëskò | ADV	blëskò
Inflect ląd | N;DAT(SG)	lądowi
Inflect zjawiszcze | N;NOM(SG,NEUT)	zjawiszcze
Inflect Renifer | N;NOM(SG)	Renifer
Inflect niéżëczën | N;ACC(SG)	niéżëczny
Inflect Budacëjô | N;NOM(SG)	Budacëjô
Inflect włączenia | V;CVB;NFIN;PRF	włączeniégò
Inflect fòlklor | N;GEN(SG)	fòlkloru
Inflect pòkrziżk | N;NOM(PL)	pòkrziżacczi
Inflect sztatus | N;M3;NOM(SG)	sztatus
Inflect Kòcewskô | ADJ;NOM(FEM,SG)	Kòcéwskô
Inflect wãgla | N;GEN(PL)	wãglów
Inflect pastusz | N;LOC;SG	pastuszë
Inflect òswiata | N;GEN(SG)	òswiatë
Inflect òdzewac | V;SG;PR;3	òdzéwô
Inflect Pòlanowskô | ADJ;NOM(FEM,SG)	Pòlanowskô
Inflect Wieś | N;NOM(SG)	Wies
Inflect Rëbacczi | ADJ;VOC(MASC,SG)	Rëbacczé
Inflect szczestlëwi | ADJ;NOM(FEM,SG)	szczestlëwô
Inflect akùrôtny | ADJ;NOM(FEM,SG)	akùrôtno
Inflect Preferëjë | V;3;PRS;SG	Preferëje
Inflect Begonijô | N;NOM(SG)	Begonijô
Inflect pòdstawa | N;INS(SG)	pòdstawą
Inflect Kòmanda | N;GEN(SG)	Kòmańdë
Inflect przëblëżenié | N;INS(SG)	przëblëżenim
Inflect spiérczi | N;NOM(PL)	spiérczi
Inflect rana | N;NOM(SG,FEM)	Rana
Inflect stowôra | N;ACC(PL)	stowôrë
Inflect zawisnąć | V;INF	zawisnac
Inflect Kaszëbską | ADJ;ACC(FEM,SG)	Kaszëbską
Inflect reka | N;F;NOM(SG)	reka
Inflect jikòn | N;ACC(PL)	jikònë
Inflect przëtrôfk | N;NOM(SG)	przëtrôfk
Inflect przëtrôfk | N;GEN(SG)	przëtrôfkù
Inflect wierzenié | N;GEN(PL)	wierzeniów
Inflect Szekspir | N;GEN(SG)	Szekspira
Inflect tërôzni | ADV	tërôzniészim
Inflect Horologium | N;GEN(PL)	Horologiorum
Inflect Karków | N;NOM(SG)	Karków
Inflect rozmajiti | ADJ;GEN(MASC,PL)	rozmajitich
Inflect Robòtnik | N;NOM(PL,MASC)	Robòtniczi
Inflect rozwiązëwac | V;INF	rozwiązëwac
Inflect bët | N;GEN(PL,MASC)	bëtów
Inflect Chòszczk | N;NOM(SG)	Chòszczka
Inflect znikwiónô | ADJ;NOM(FEM,SG)	znikwionô
Inflect zwëk | N;NOM(SG)	zwëk
Inflect Kennedÿs | N;GEN(PL)	Kennedÿs
Inflect czôrny | ADJ;NOM(MASC,SG)	Czôrny
Inflect płita | N;GEN(PL)	płitów
Inflect jindustriowi | ADJ;GEN(MASC,PL)	jindustriowëch
Inflect mediczny | ADJ;NOM(MASC,SG)	mediczny
Inflect Timina | ADJ;NOM(FEM,SG)	Timina
Inflect drzéwò | N;GEN(SG)	drewna
Inflect Daniël | N;DAT(SG)	Danowi
Inflect szermierka | N;F;ACC(SG)	szermierkã
Inflect kùna | N;NOM(SG)	kùna
Inflect cały | ADJ;NOM(FEM,SG)	cała
Inflect Jezioro | N;NOM(PL)	Jeziora
Inflect Lëst | N;NOM(PL)	Lëstë
Inflect refòrma | N;DAT(SG)	refòrmie
Inflect refòrma | N;F;NOM(SG)	refòrmë
Inflect Grëdządzk | ADJ;INS(MASC,SG)	Grëdządzczim
Inflect pôch | N;NOM(MASC,SG)	pôch
Inflect wtedë | ADV	wtedë
Inflect Lepszëna | N;ACC(SG)	Lopszenecz
Inflect pòzmiana | N;NOM(FEM,SG)	pòzmiana
Inflect cemnobùro | ADJ;VOC(MASC,SG)	cemnobùro
Inflect satiriczny | ADJ;ACC(MASC,PL)	satiricznëch
Inflect Corôz | ADV	Corôz
Inflect grac | V;PST;M;SG	grëwôł
Inflect Państwò | N;NOM(SG)	Państwò
Inflect Pnącô | ADJ;NOM(FEM,SG)	Pnącô
Inflect Pòrénkòwi | ADJ;NOM(MASC,SG)	Pòrénkòwy
Inflect Pòrénkòwi | ADJ;NOM(FEM,SG)	Pòrénkòwô
Inflect ògroda | N;LOC;PL	ògardach
Inflect przëkłôd | N;INS(MASC,SG)	przëkłôd
Inflect major | N;GEN(SG)	majora
Inflect Witkòwô | ADJ;NOM(FEM,SG)	Witkòwô
Inflect Prôwdzëwô | ADJ;NOM(FEM,SG)	Prôwdzëwô
Inflect antologia | N;DAT(SG)	antologie
Inflect antologia | N;GEN(SG)	antologii
Inflect smiech | N;LOC;SG	smieje
Inflect stopień | N;GEN(SG)	stopni
Inflect stopień | N;LOC;PL	stopniach
Inflect stopień | N;GEN(PL)	stopniów
Inflect Kôłk | N;NOM(SG)	Kôłk
Inflect cządniczka | N;GEN(SG)	cządniczi
Inflect mandat | N;NOM(SG)	mandat
Inflect Bunina | N;NOM(SG)	Bunina
Inflect tipòwi | ADJ;NOM(PL,MASC)	Tipòwé
Inflect dzéń | N;NOM(SG)	dzéń
Inflect zemja | N;GEN(SG)	zemji
Inflect Wawrzeniec | N;ACC(SG)	Wawrzińca
Inflect przekôzywac | V;NFIN;PSV;IPFV	przekazëwaniô
Inflect westrzódek | N;MDR;NOM(PL)	westrzódczi
Inflect pomnik | N;PL	pomniczi
Inflect bardziej | ADV	bardziej
Inflect Płoczëca | N;NOM(SG)	Płoczëca
Inflect jezioro | N;ACC(SG)	jeziorã
Inflect pantalon | N;GEN(PL)	pantalonów
Inflect chëczowé | ADJ;NOM(PL,MASC,INAN)	chëczowé
Inflect òwòc | N;LOC;PL	òwòcach
Inflect młodza | N;GEN(PL)	młodzów
Inflect Bòżi | ADJ;GEN(MASC,SG)	Bòżégò
Inflect Boston | N;NOM(SG)	Boston
Inflect Boston | N;LOC;SG	Bostonie
Inflect prowòkacëjny | ADJ;M;GEN(PL)	prowòkacëjnëch
Inflect dwutlenek | N;GEN(SG)	dwutlenku
Inflect czôrny | ADJ;INS(MASC,SG)	czórnym
Inflect Chòcëbùż | N;LOC;SG	Chòcébùżu
Inflect krzëżak | N;NOM(MASC,PL)	krzëżacczi
Inflect dobrota | N;ACC(SG)	dobrotë
Inflect starëszk | N;NOM(PL,MASC)	starëszczi
Inflect Dolmaczonô | ADJ;NOM(FEM,SG)	Dolmaczonô
Inflect kasprowaty | ADJ;GEN(MASC,PL)	kasprowatëch
Inflect pòdatk | N;GEN(PL)	pòdatków
Inflect nieść | V;3;PL;PRS	niosą
Inflect lewò | ADV;DEGR	lewò
Inflect pùblikacjô | N;NOM(PL)	pùblikacje
Inflect pùblikacjô | N;INS(SG)	pùblikacją
Inflect rozpôdła | ADJ;NOM(FEM,SG)	rozpôdła
Inflect òdbijanié | N;LOC;SG;M	òdbijanim
Inflect ugrëzc | V;NFIN	ùgrëzc
Inflect Leno | N;NOM(MASC,SG)	Leno
Inflect astronomia | N;NOM(SG)	astronomia
Inflect jigłonowë | ADJ;INS(MASC,PL)	jiglënowëch
Inflect weimarskò | ADJ;NOM(FEM,SG)	weimarskô
Inflect zbierac | V;IMP;SING;2	zbierz
Inflect dłëgô | ADJ;NOM(FEM,SG)	dłëgô
Inflect telekomunikacëjô | N;GEN(SG)	telekomunikacëji
Inflect Żëto | N;NOM(NEUT,SG)	Żëto
Inflect Swiãté | ADJ;NOM(FEM,SG)	Swiãté
Inflect żôłnérz | N;LOC;PL	żôłnérzach
Inflect żôłnérz | N;VOC(PL)	żôłnérze
Inflect żôłnérz | N;GEN(PL)	żôłnérzów
